Seriale,SAM,Gas_type,J_Num,Nazione,OreM,OreO,Fine_carica,DataP,Viscosita_100,TBN_basic,TAN_acid,ipH,Ossidazione,IR,Sodio,Glicole,Silicio,Ferro,Alluminio,Cromo,Rame,Stagno,Piombo,EndCharge,Gruppo,AnnoP,Taglia
5938341,SAM0020,ECOBIO,JF534,,35405.0,600.0,0.0,2016-09-06,14.24,4.04,1.69,,14.79,7.3,2.0,,79.0,6.0,5.0,1.0,2.0,2.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,35714.0,909.0,0.0,2016-09-20,14.29,4.17,1.85,,18.19,8.71,1.0,,123.0,8.0,7.0,2.0,3.0,2.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,35831.0,1026.0,1.0,2016-09-25,14.43,3.17,0.99,,18.94,9.22,3.0,,126.0,9.0,7.0,2.0,3.0,2.0,0.0,1,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,36135.0,291.0,0.0,2016-10-09,13.58,4.56,0.76,,10.29,4.35,2.0,,49.0,4.0,4.0,1.0,1.0,1.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,36664.0,820.0,1.0,2016-11-01,14.11,2.98,1.3,,16.29,7.62,3.0,,111.0,8.0,8.0,1.0,2.0,2.0,0.0,1,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,37130.0,316.0,0.0,2016-11-21,13.21,4.47,0.75,,10.81,5.03,1.0,,45.0,3.0,4.0,1.0,1.0,1.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,37274.0,460.0,0.0,2016-12-01,13.6,3.49,0.96,,13.9,6.37,2.0,,78.0,6.0,7.0,1.0,1.0,1.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,37487.0,673.0,1.0,2016-12-12,13.05,5.41,0.63,,8.0,2.54,1.0,,25.0,2.0,3.0,0.0,0.0,0.0,0.0,1,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,37771.0,254.0,0.0,2016-12-20,13.29,4.74,1.57,,11.21,4.75,0.0,,39.0,3.0,3.0,1.0,0.0,1.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,37985.0,468.0,0.0,2016-12-29,13.64,3.66,1.55,,13.77,5.72,0.0,,69.0,5.0,3.0,1.0,1.0,1.0,0.0,0,973,2016,14
5938341,SAM0020,ECOBIO,JF534,,38245.0,728.0,0.0,2017-01-10,14.22,3.6,1.65,,17.3,7.81,1.0,,91.0,5.0,4.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,38317.0,800.0,1.0,2017-01-12,14.26,3.34,1.98,,17.57,8.13,1.0,,99.0,6.0,4.0,1.0,1.0,0.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,38686.0,296.0,0.0,2017-01-27,13.66,5.04,0.68,,11.0,4.53,3.0,,49.0,2.0,3.0,0.0,0.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,38930.0,540.0,0.0,2017-02-06,13.91,4.69,1.59,,14.38,6.86,1.0,,67.0,3.0,4.0,1.0,0.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,39113.0,723.0,0.0,2017-02-15,14.32,4.19,1.17,,17.11,8.04,2.0,,70.0,4.0,0.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,39252.0,862.0,1.0,2017-02-20,14.26,4.1,1.28,,18.04,8.46,2.0,,79.0,4.0,5.0,1.0,1.0,1.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,39641.0,334.0,0.0,2017-03-08,13.7,4.75,1.19,,12.09,4.8,1.0,,43.0,2.0,5.0,0.0,0.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,39801.0,494.0,0.0,2017-03-15,13.86,4.97,1.38,,13.26,5.66,1.0,,54.0,3.0,4.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,39979.0,672.0,0.0,2017-03-23,14.02,4.75,1.69,,11.05,4.62,2.0,,77.0,5.0,4.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,40147.0,840.0,1.0,2017-03-29,14.18,4.24,1.69,,15.77,7.87,4.0,,91.0,7.0,6.0,1.0,1.0,1.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,41056.0,734.0,0.0,2017-05-09,13.63,4.6,1.32,,13.81,6.96,20.0,,77.0,4.0,7.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,41216.0,894.0,1.0,2017-05-16,13.74,4.03,1.75,,14.63,6.73,16.0,,82.0,6.0,4.0,1.0,1.0,2.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,41605.0,326.0,0.0,2017-06-02,13.42,4.97,1.0,,10.32,4.03,2.0,,46.0,3.0,4.0,0.0,0.0,0.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,41754.0,475.0,1.0,2017-06-08,13.59,4.45,1.67,,8.48,3.42,2.0,,57.0,3.0,3.0,0.0,0.0,0.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,42360.0,353.0,0.0,2017-07-04,13.63,5.38,1.22,,11.16,4.83,1.0,,59.0,3.0,4.0,0.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,42596.0,589.0,0.0,2017-07-14,13.89,4.75,1.94,,13.06,6.16,1.0,,79.0,4.0,4.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,42710.0,703.0,1.0,2017-07-19,14.03,4.54,1.3,,13.78,7.15,1.0,,72.0,4.0,5.0,1.0,1.0,1.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,43281.0,322.0,0.0,2017-08-18,13.49,5.2,0.85,,10.3,3.7,1.0,,48.0,14.0,3.0,0.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,43566.0,607.0,0.0,2017-08-30,14.04,4.9,1.34,,13.8,6.2,1.0,,79.0,18.0,4.0,1.0,2.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,43923.0,900.0,1.0,2017-09-14,14.39,4.1,1.52,,17.0,8.5,1.0,,110.0,18.0,5.0,1.0,2.0,2.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,44251.0,313.0,0.0,2017-09-29,13.76,5.1,0.84,,10.8,4.6,1.0,,51.0,4.0,4.0,0.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,44413.0,475.0,0.0,2017-10-06,13.96,4.1,1.11,,12.7,6.1,1.0,,68.0,6.0,4.0,0.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,44741.0,803.0,1.0,2017-10-20,14.2,4.1,1.56,,14.8,7.0,1.0,,100.0,10.0,6.0,1.0,1.0,2.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,45145.0,297.0,0.0,2017-11-03,13.42,5.3,0.62,,9.3,3.4,1.0,,0.0,7.0,1.0,0.0,31.0,0.0,1.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,45379.0,493.0,0.0,2017-11-17,13.73,4.5,0.98,,12.3,5.4,2.0,,69.0,9.0,7.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,45627.0,740.0,0.0,2017-11-28,14.06,4.0,1.37,,14.5,6.7,2.0,,79.0,9.0,7.0,1.0,1.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,45795.0,908.0,1.0,2017-12-05,14.19,5.1,2.17,,12.3,6.7,2.0,,99.0,7.0,6.0,1.0,1.0,2.0,0.0,1,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,46043.0,225.0,0.0,2017-12-15,13.39,6.6,0.82,,6.7,3.6,1.0,,33.0,2.0,3.0,0.0,0.0,1.0,0.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,46247.0,429.0,0.0,2017-12-26,13.79,4.6,1.0,,11.4,5.7,4.0,,51.0,3.0,5.0,0.0,0.0,1.0,1.0,0,973,2017,14
5938341,SAM0020,ECOBIO,JF534,,46385.0,567.0,0.0,2018-01-01,13.85,4.4,1.45,,12.2,6.2,5.0,,69.0,5.0,5.0,0.0,1.0,2.0,1.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,47070.0,300.0,0.0,2018-01-30,13.53,4.9,1.23,,9.7,5.0,1.0,,40.0,4.0,3.0,0.0,0.0,0.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,47310.0,550.0,1.0,2018-02-09,13.97,4.2,1.82,,12.9,6.6,1.0,,60.0,4.0,4.0,0.0,1.0,1.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,47937.0,300.0,0.0,2018-03-07,13.65,4.0,1.25,,10.3,4.6,1.0,,40.0,2.0,3.0,0.0,0.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,48217.0,588.0,0.0,2018-03-21,13.91,3.4,0.98,,12.4,5.7,2.0,,62.0,4.0,4.0,0.0,1.0,0.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,48420.0,791.0,0.0,2018-03-29,14.06,3.4,0.7,,13.8,7.0,0.0,,70.0,5.0,5.0,1.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,48530.0,850.0,1.0,2018-04-03,13.76,3.9,1.55,,14.9,7.6,0.0,,140.0,14.0,8.0,3.0,2.0,2.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,48858.0,290.0,0.0,2018-04-18,13.7,4.8,0.58,,10.4,4.5,0.0,,37.0,4.0,3.0,0.0,0.0,0.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,49139.0,571.0,0.0,2018-05-02,13.99,4.1,1.6,,13.0,6.2,3.0,,64.0,8.0,3.0,2.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,49350.0,782.0,1.0,2018-05-11,14.05,4.4,1.33,,13.8,6.8,2.0,,78.0,10.0,4.0,2.0,1.0,1.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,50773.0,470.0,0.0,2018-07-14,14.01,4.7,1.38,,11.6,5.9,1.0,,49.0,6.0,4.0,0.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,51259.0,850.0,1.0,2018-08-04,14.18,4.9,1.79,,12.3,6.9,1.0,,87.0,9.0,7.0,1.0,1.0,2.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,52061.0,850.0,1.0,2018-09-11,14.33,3.6,1.73,,14.5,7.1,2.0,,85.0,4.0,5.0,1.0,1.0,2.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,52521.0,486.0,0.0,2018-10-02,14.07,4.3,1.79,,12.4,5.7,0.0,,59.0,2.0,4.0,1.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,52840.0,850.0,1.0,2018-10-19,14.65,3.6,1.3,,16.8,8.4,2.0,,100.0,5.0,6.0,1.0,1.0,2.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,53377.0,396.0,0.0,2018-11-08,14.15,4.8,1.65,,12.9,6.3,1.0,,61.0,3.0,6.0,0.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,53526.0,545.0,0.0,2018-11-14,14.3,4.0,1.66,,14.0,6.8,1.0,,77.0,3.0,6.0,0.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,53740.0,759.0,0.0,2018-11-23,14.52,3.6,1.41,,15.8,8.0,1.0,,96.0,4.0,7.0,1.0,1.0,2.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,53836.0,855.0,1.0,2018-11-27,13.74,3.3,1.84,,17.3,8.8,1.0,,110.0,5.0,8.0,1.0,1.0,2.0,0.0,1,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,54499.0,690.0,0.0,2018-12-28,14.29,3.5,1.4,,,,1.0,,90.0,3.0,4.0,0.0,1.0,1.0,0.0,0,973,2018,14
5938341,SAM0020,ECOBIO,JF534,,54821.0,850.0,1.0,2019-01-10,14.56,2.9,2.09,,,,1.0,,110.0,4.0,5.0,1.0,1.0,2.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,55135.0,312.0,0.0,2019-01-23,13.66,5.3,1.31,,,,1.0,,43.0,2.0,4.0,0.0,0.0,0.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,55481.0,688.0,1.0,2019-02-07,14.25,3.7,1.6,,15.0,7.5,9.0,,84.0,9.0,6.0,0.0,4.0,1.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,56224.0,471.0,0.0,2019-03-11,14.21,4.5,1.2,,13.9,7.0,0.0,,68.0,3.0,6.0,1.0,1.0,2.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,56660.0,850.0,1.0,2019-03-29,14.78,3.2,1.8,,14.9,3.4,0.0,,120.0,5.0,8.0,1.0,1.0,2.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,57075.0,500.0,0.0,2019-04-16,13.92,4.6,1.2,,11.4,6.0,1.0,,64.0,3.0,6.0,0.0,0.0,1.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,57410.0,710.0,1.0,2019-04-30,14.44,4.0,1.84,,15.8,8.8,1.0,,110.0,6.0,8.0,2.0,1.0,2.0,1.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,58100.0,350.0,0.0,2019-05-30,13.71,4.8,1.07,,10.5,5.4,1.0,,59.0,3.0,5.0,0.0,0.0,1.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,58508.0,759.0,0.0,2019-06-16,14.49,4.0,1.91,,15.4,8.3,0.0,,100.0,4.0,6.0,0.0,0.0,0.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,58707.0,900.0,1.0,2019-06-26,14.12,3.9,1.32,,14.7,8.6,0.0,,110.0,5.0,7.0,1.0,1.0,2.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,59320.0,612.0,0.0,2019-07-22,14.44,4.0,1.36,,13.0,6.8,0.0,,70.0,4.0,3.0,1.0,1.0,1.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,59671.0,850.0,1.0,2019-08-06,14.89,3.5,1.22,,15.3,8.5,1.0,,110.0,5.0,3.0,1.0,0.0,1.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,60210.0,522.0,0.0,2019-08-30,14.67,4.0,1.63,,13.0,8.5,1.0,,74.0,5.0,4.0,0.0,0.0,1.0,0.0,0,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,60542.0,854.0,1.0,2019-09-10,15.03,3.0,1.35,,15.9,10.2,2.0,,99.0,4.0,5.0,0.0,1.0,2.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,61102.0,438.0,1.0,2019-10-07,14.13,4.5,1.32,,12.0,7.0,15.0,,67.0,7.0,4.0,0.0,1.0,1.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,62064.0,471.0,1.0,2019-11-21,14.79,4.7,1.48,,11.5,5.8,3.0,,74.0,4.0,4.0,0.0,1.0,1.0,0.0,1,973,2019,14
5938341,SAM0020,ECOBIO,JF534,,63329.0,629.0,1.0,2020-01-14,14.97,4.0,1.35,,14.1,7.5,1.0,,82.0,4.0,4.0,0.0,1.0,1.0,0.0,1,973,2020,14
5938341,SAM0020,ECOBIO,JF534,,64367.0,697.0,0.0,2020-02-28,14.78,4.2,1.32,,12.3,7.6,1.0,,75.0,4.0,6.0,0.0,1.0,1.0,0.0,0,973,2020,14
5938351,SAM0020,ECOBIO,JF523,BR,34130.0,971.0,1.0,2016-07-13,14.9,4.65,1.29,,16.85,8.61,2.0,,84.0,7.0,7.0,1.0,1.0,2.0,0.0,1,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,34621.0,451.0,0.0,2016-08-04,13.94,4.77,0.84,,12.32,6.01,7.0,,5.0,18.0,6.0,1.0,27.0,0.0,1.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,34743.0,573.0,0.0,2016-08-09,14.11,4.48,1.47,,13.95,6.77,2.0,,58.0,3.0,5.0,0.0,0.0,1.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,35073.0,903.0,1.0,2016-08-24,14.34,4.28,1.28,,15.44,7.9,6.0,,85.0,6.0,8.0,1.0,1.0,2.0,0.0,1,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,35699.0,504.0,0.0,2016-09-20,13.73,4.64,0.95,,11.45,5.25,3.0,,61.0,7.0,5.0,1.0,0.0,1.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,35889.0,694.0,0.0,2016-09-29,13.81,4.42,0.86,,13.41,6.35,3.0,,74.0,7.0,5.0,1.0,1.0,1.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,36026.0,831.0,1.0,2016-10-05,14.13,4.47,1.22,,14.35,7.16,4.0,,84.0,8.0,6.0,1.0,1.0,1.0,0.0,1,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,36477.0,326.0,0.0,2016-11-08,13.54,4.57,1.02,,9.95,3.97,1.0,,43.0,4.0,4.0,2.0,1.0,1.0,1.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,36617.0,466.0,0.0,2016-11-16,13.61,4.21,1.96,,11.29,4.52,1.0,,52.0,4.0,4.0,2.0,1.0,2.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,36806.0,655.0,0.0,2016-11-25,13.96,3.8,0.85,,13.23,5.83,1.0,,78.0,7.0,5.0,2.0,2.0,2.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,36973.0,822.0,1.0,2016-12-02,13.89,3.42,1.43,,15.09,6.87,2.0,,90.0,5.0,5.0,2.0,2.0,2.0,1.0,1,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,37320.0,290.0,0.0,2016-12-16,13.16,4.74,1.03,,10.41,4.06,1.0,,36.0,2.0,3.0,0.0,0.0,1.0,0.0,0,974,2016,14
5938351,SAM0020,ECOBIO,JF523,BR,37886.0,856.0,1.0,2017-01-10,14.14,3.94,1.65,,16.85,8.0,1.0,,104.0,4.0,5.0,1.0,1.0,1.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,38231.0,281.0,0.0,2017-01-24,13.61,5.63,1.17,,10.56,4.21,2.0,,51.0,3.0,4.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,38400.0,450.0,0.0,2017-02-01,13.87,4.61,1.2,,12.21,5.79,6.0,,70.0,4.0,5.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,38823.0,140.0,0.0,2017-02-23,13.15,6.21,2.0,,9.72,3.26,1.0,,28.0,3.0,3.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,38891.0,208.0,0.0,2017-02-26,13.31,5.73,2.03,,11.09,4.36,0.0,,40.0,3.0,3.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,38968.0,285.0,0.0,2017-03-01,13.43,5.4,1.59,,11.94,4.75,0.0,,47.0,3.0,4.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39011.0,328.0,0.0,2017-03-03,13.77,5.27,0.98,,11.95,4.54,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39042.0,359.0,0.0,2017-03-04,13.84,5.23,1.43,,12.27,4.7,1.0,,58.0,6.0,4.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39105.0,422.0,0.0,2017-03-07,13.94,4.89,1.14,,13.28,5.4,1.0,,61.0,13.0,0.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39150.0,467.0,0.0,2017-03-10,13.74,5.51,1.54,,14.38,5.63,2.0,,65.0,5.0,5.0,1.0,1.0,3.0,1.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39219.0,536.0,0.0,2017-03-11,13.9,4.25,2.25,,14.73,5.91,1.0,,69.0,4.0,4.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39281.0,598.0,0.0,2017-03-15,14.0,3.98,2.99,,15.18,6.52,1.0,,72.0,4.0,5.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39353.0,670.0,0.0,2017-03-18,14.09,4.93,2.95,,15.88,7.03,1.0,,78.0,5.0,5.0,1.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39366.0,683.0,0.0,2017-03-20,14.16,4.71,2.01,,16.71,7.44,1.0,,83.0,6.0,5.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39437.0,754.0,0.0,2017-03-22,14.21,4.69,2.96,,16.91,7.49,1.0,,85.0,5.0,5.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39500.0,817.0,0.0,2017-03-24,14.25,3.71,1.8,,17.27,7.75,2.0,,87.0,6.0,6.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39523.0,840.0,0.0,2017-03-25,14.25,4.13,2.66,,16.89,7.69,2.0,,80.0,5.0,5.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39585.0,902.0,0.0,2017-03-28,0.0,3.36,2.26,,18.33,0.0,0.0,,116.0,8.0,0.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39657.0,974.0,1.0,2017-03-31,14.4,4.2,2.32,,19.15,8.98,4.0,,130.0,8.0,8.0,1.0,1.0,2.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,39873.0,142.0,0.0,2017-04-10,12.96,6.24,1.28,,7.31,2.4,31.0,,30.0,3.0,2.0,0.0,1.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40042.0,311.0,0.0,2017-04-18,13.17,5.58,2.71,,9.59,3.87,32.0,,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40070.0,338.0,0.0,2017-04-19,13.23,5.32,0.82,,9.61,4.8,30.0,,52.0,3.0,6.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40117.0,386.0,0.0,2017-04-21,13.29,5.03,1.84,,10.1,5.22,30.0,,54.0,2.0,2.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40331.0,600.0,0.0,2017-04-30,13.77,5.03,2.27,,12.51,6.38,28.0,,74.0,3.0,3.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40405.0,674.0,0.0,2017-05-03,13.62,4.49,3.87,,13.25,6.97,19.0,,74.0,3.0,3.0,0.0,0.0,0.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40630.0,899.0,0.0,2017-05-13,13.76,3.08,3.27,,14.94,7.39,16.0,,92.0,4.0,4.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,40700.0,968.0,1.0,2017-05-16,13.89,4.76,2.01,,15.45,7.54,16.0,,98.0,5.0,4.0,1.0,1.0,1.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,41101.0,383.0,0.0,2017-06-02,13.53,4.11,1.16,,11.41,4.83,1.0,,56.0,3.0,4.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,41790.0,292.0,0.0,2017-07-04,13.39,5.94,1.11,,8.68,3.42,1.0,,44.0,3.0,5.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,42025.0,527.0,0.0,2017-07-14,13.68,4.63,1.54,,10.99,5.09,1.0,,69.0,3.0,3.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,42194.0,696.0,0.0,2017-07-23,13.91,4.31,1.93,,12.36,6.65,1.0,,101.0,6.0,4.0,1.0,1.0,2.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,42411.0,913.0,1.0,2017-08-03,14.13,3.6,2.07,,13.9,7.0,1.0,,120.0,6.0,6.0,1.0,1.0,2.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,42823.0,377.0,0.0,2017-08-23,13.96,5.5,0.91,,11.2,5.4,1.0,,62.0,3.0,3.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,42993.0,547.0,0.0,2017-08-30,14.25,5.6,1.19,,12.8,6.5,1.0,,82.0,5.0,4.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,43161.0,715.0,0.0,2017-09-06,14.36,5.4,1.32,,14.4,7.8,1.0,,94.0,6.0,4.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,43350.0,850.0,1.0,2017-09-14,14.64,4.7,1.61,,16.5,9.3,1.0,,100.0,4.0,4.0,1.0,2.0,1.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,44165.0,789.0,0.0,2017-10-20,14.39,4.1,1.92,,15.5,7.6,1.0,,110.0,7.0,6.0,1.0,1.0,2.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,44569.0,295.0,0.0,2017-11-03,15.89,5.5,0.82,,9.0,3.3,2.0,,42.0,3.0,4.0,0.0,0.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,44806.0,512.0,0.0,2017-11-17,13.9,4.6,0.97,,12.1,5.2,2.0,,69.0,4.0,5.0,1.0,1.0,1.0,0.0,0,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,44952.0,657.0,1.0,2017-11-23,13.99,4.7,1.33,,13.5,6.2,2.0,,74.0,5.0,5.0,1.0,1.0,1.0,0.0,1,974,2017,14
5938351,SAM0020,ECOBIO,JF523,BR,46534.0,300.0,0.0,2018-01-30,13.36,5.0,1.27,,10.9,5.7,1.0,,45.0,3.0,3.0,0.0,0.0,1.0,0.0,0,974,2018,14
5938351,SAM0020,ECOBIO,JF523,BR,46750.0,550.0,0.0,2018-02-15,13.96,4.2,1.53,,13.3,6.7,1.0,,71.0,4.0,4.0,1.0,1.0,1.0,0.0,0,974,2018,14
